MatchAthleteID,RankDifference,HeadToHeadDifference,DifferenceDurationToDateVsOpponent,DifferenceDurationInLastYear,DifferenceDurationOnCourtThisTournament,DifferenceMatchesInLastYear,DifferenceTournamentsInLastYear,MatchResult
8107_P1,226,0,-4271,-1277,74,-27,-7,Lost
8127_P1,6,0,-525,-251,-9,-7,-2,Lost
8134_P1,85,0,-4119,-971,-23,-18,-5,Lost
8160_P1,111,0,447,64,,2,2,Lost
8184_P1,20,0,1104,422,7,5,1,Lost
8216_P1,147,0,-112,-26,,-1,-1,Lost
8244_P1,52,0,-1906,-1116,88,-26,-12,Lost
8256_P1,10,0,-678,-296,,-8,-1,Lost
8263_P1,13,0,-1233,-611,,-15,-8,Lost
8291_P1,32,0,-2256,-936,71,-18,-7,Lost
8297_P1,28,0,-1956,-466,,-8,3,Lost
8310_P1,30,0,-2375,-605,12,-10,-1,Lost
8321_P1,84,0,-3803,-1050,20,-20,-7,Lost
8332_P1,500,0,-524,-211,,-5,-5,Lost
8340_P1,322,0,-569,-321,,-9,-4,Lost
8351_P1,211,0,-632,-399,,-10,-5,Lost
8373_P1,895,0,-872,-624,-24,-15,-6,Lost
8374_P1,471,0,-495,-317,21,-8,-4,Lost
8389_P1,356,0,-880,-487,,-9,-2,Lost
8420_P1,1,0,-1078,-445,,-7,-5,Lost
8432_P1,48,0,-1008,-158,,-6,-1,Lost
8472_P1,-13,0,352,-395,,-7,-3,Lost
8501_P1,141,0,-1802,-977,,-23,-11,Lost
8530_P1,7,0,1252,710,57,14,2,Lost
8595_P1,33,0,-2326,-1337,75,-28,-7,Lost
8629_P1,-136,0,221,134,,5,4,Lost
8652_P1,89,0,-1211,-1027,,-24,-12,Lost
8662_P1,68,0,-1358,-466,,-11,-3,Lost
8705_P1,150,0,-4597,-2115,35,-50,-11,Lost
8706_P1,156,0,-2051,-1382,37,-37,-16,Lost
8748_P1,26,0,-1412,-1209,,-30,-9,Lost
8822_P1,148,0,-3962,-1815,,-39,-13,Lost
8859_P1,-83,0,44,4,,1,0,Lost
8884_P1,336,0,-3025,-758,,-17,-9,Lost
8919_P1,14,0,-1615,-1042,,-21,-11,Lost
8927_P1,-4,0,1155,646,,14,8,Lost
8948_P1,61,0,-1669,-1198,5,-27,-13,Lost
8965_P1,139,0,-3733,-2314,29,-50,-13,Lost
8975_P1,-47,0,693,260,,9,7,Lost
8978_P1,129,0,-2129,-1220,1,-28,-14,Lost
9144_P1,80,0,-2569,-1118,3,-24,-7,Lost
9161_P1,-160,0,216,176,,4,4,Lost
9162_P1,-67,0,,,,,,Lost
9189_P1,21,0,-303,-160,,1,5,Lost
9194_P1,144,0,-2081,-1113,143,-24,-11,Lost
9196_P1,142,0,-2783,-2041,97,-41,-10,Lost
9220_P1,43,0,-2606,-1511,32,-41,-6,Lost
9232_P1,28,0,-516,-270,,0,1,Lost
9284_P1,361,0,-506,-230,,-6,-5,Lost
9297_P1,411,0,-90,,,,,Lost
9298_P1,642,0,-1008,-418,24,-11,-9,Lost
9303_P1,708,0,-556,-249,,-6,-5,Lost
9305_P1,22,0,-2,115,,2,-1,Lost
9370_P1,21,0,-1211,-612,,-19,3,Lost
9414_P1,134,0,-1003,-996,12,-25,-7,Lost
9437_P1,16,0,-748,-421,,-8,-4,Lost
9495_P1,184,0,-2124,-1516,40,-31,-9,Lost
9501_P1,38,0,-1397,-1271,,-27,-6,Lost
9506_P1,77,0,-1458,-1201,,-26,-8,Lost
9508_P1,45,0,-352,-373,,-6,-2,Lost
9518_P1,78,0,-964,-289,-10,-10,-5,Lost
9530_P1,516,0,-920,-857,-5,-22,-8,Lost
9531_P1,98,0,-764,-335,-32,-8,-7,Lost
9537_P1,171,0,-1612,-891,-10,-18,-6,Lost
9538_P1,158,0,-1489,-588,,-14,-6,Lost
9540_P1,63,0,-1083,-459,-1,-13,-7,Lost
9543_P1,-37,0,188,-42,23,-1,-1,Lost
9555_P1,199,0,-1014,-339,,-11,-7,Lost
9556_P1,242,0,-885,-420,,-8,-4,Lost
9559_P1,130,0,-870,-799,,-17,-9,Lost
9564_P1,163,0,-1326,-797,,-16,-4,Lost
9572_P1,87,0,-865,-555,3,-9,-2,Lost
9582_P1,311,0,-2531,-1700,6,-38,-13,Lost
9643_P1,16,0,-84,-256,25,-3,0,Lost
9653_P1,29,0,-950,-776,,-18,-1,Lost
9669_P1,30,0,-878,-712,,-16,-8,Lost
9702_P1,-13,0,132,-115,,-5,-1,Lost
9729_P1,-21,0,187,187,11,4,2,Lost
9748_P1,53,0,-1757,-1401,,-29,-7,Lost
9755_P1,46,0,58,17,,0,1,Lost
9763_P1,62,0,-1037,-722,,-18,-11,Lost
9782_P1,40,0,-2,-2,,-1,0,Lost
9785_P1,-261,0,,,,,,Lost
9808_P1,35,0,-486,-455,-9,-10,-4,Lost
9811_P1,-9,0,-45,-45,,-1,-1,Lost
9813_P1,111,0,-248,-239,,-3,1,Lost
9834_P1,352,0,-932,-953,26,-23,-10,Lost
9839_P1,206,0,-178,-147,37,-3,-3,Lost
9846_P1,57,0,-1754,-1143,,-28,-11,Lost
9847_P1,-192,0,-101,-101,-101,-2,-1,Lost
9862_P1,155,0,-49,-49,,-2,-1,Lost
9864_P1,235,0,,,,,,Lost
9865_P1,-155,0,49,49,,1,1,Lost
9878_P1,21,0,-520,-424,-23,-8,-1,Lost
9891_P1,62,0,-1128,-973,,-22,-10,Lost
9918_P1,48,0,-648,-537,-6,-15,-6,Lost
9963_P1,150,0,-740,-631,,-18,-8,Lost
10003_P1,46,0,-910,-573,-7,-14,-8,Lost
10008_P1,176,0,-715,-584,,-11,-9,Lost
10009_P1,75,0,-1112,-775,,-19,-10,Lost
10012_P1,25,0,262,226,,7,2,Lost
10022_P1,59,0,-446,-226,,-4,-3,Lost
10030_P1,-47,0,461,348,,10,8,Lost
10031_P1,41,0,3,3,,0,-1,Lost
10041_P1,12,0,-1304,-1089,5,-30,-5,Lost
10061_P1,4,0,-270,-29,12,-4,-2,Lost
10062_P1,9,0,-423,-423,,-9,-5,Lost
10070_P1,40,0,-690,-532,,-15,-8,Lost
10076_P1,213,0,-1910,-1565,-21,-30,-11,Lost
10094_P1,65,0,-731,-731,-3,-15,-7,Lost
10126_P1,53,0,-1419,-1419,,-33,-9,Lost
10155_P1,423,0,,,,,,Lost
10182_P1,-18,0,48,-189,-48,-6,0,Lost
10195_P1,31,0,-673,-536,,-16,-12,Lost
10196_P1,176,0,-302,-302,,-8,-3,Lost
10223_P1,19,0,-1075,-915,,-13,-1,Lost
10234_P1,10,0,-177,-138,,-4,-1,Lost
10236_P1,-81,0,14,-56,,2,1,Lost
10271_P1,46,0,-652,-652,,-20,0,Lost
10285_P1,-36,0,332,332,,7,2,Lost
10305_P1,-539,0,602,602,-36,15,7,Lost
10306_P1,263,0,-916,-916,34,-21,-4,Lost
10320_P1,-107,0,-46,-46,,0,0,Lost
10343_P1,131,0,-1252,-1252,62,-27,-8,Lost
10359_P1,308,0,-454,-454,,-11,-4,Lost
10392_P1,29,0,-450,-450,,-10,-6,Lost
10409_P1,91,0,19,19,-37,1,1,Lost
10411_P1,190,0,-388,-388,15,-8,-4,Lost
10412_P1,153,0,-489,-489,74,-13,-7,Lost
10419_P1,142,0,-134,-134,,-4,-2,Lost
10429_P1,9,0,,,,,,Lost
10442_P1,42,0,-307,-307,115,-5,-2,Lost
10448_P1,40,0,-416,-416,,-3,3,Lost
10467_P1,92,0,47,47,,2,2,Lost
10468_P1,276,0,,,,,,Lost
10474_P1,26,0,-113,-113,14,-2,-1,Lost
10485_P1,29,0,292,292,,9,2,Lost
10489_P1,-92,0,291,291,-48,6,2,Lost
10515_P1,56,0,-472,-472,26,-13,-6,Lost
10536_P1,42,0,-498,-498,,-13,-6,Lost
10593_P1,75,0,-353,-353,,-7,-1,Lost
10596_P1,-32,0,38,38,31,2,5,Lost
10608_P1,132,0,-762,-762,,-19,-8,Lost
10611_P1,135,0,-209,-209,,-6,-3,Lost
10616_P1,-70,0,-143,-143,,-3,-2,Lost
10618_P1,11,0,-189,-189,,-5,-5,Lost
10635_P1,100,0,-422,-422,2,-10,-2,Lost
10641_P1,16,0,-309,-309,,-8,-5,Lost
10643_P1,70,0,-207,-207,,-6,-3,Lost
10650_P1,291,0,-856,-856,,-18,-7,Lost
10656_P1,31,0,-203,-203,,-5,1,Lost
10680_P1,124,0,,,,,,Lost
10701_P1,-49,0,,,,,,Lost
10705_P1,-220,0,-36,-36,-36,-2,-1,Lost
10723_P1,222,0,-30,-30,,-1,-1,Lost
10725_P1,440,0,-113,-113,,-2,0,Lost
10755_P1,130,0,-692,-692,,-18,-3,Lost
10764_P1,-19,0,-24,-24,,-1,-1,Lost
10769_P1,150,0,-41,-41,,-1,-1,Lost
10780_P1,-19,0,34,34,,1,1,Lost
10785_P1,184,0,-25,-25,,-1,-1,Lost
10791_P1,7,0,-122,-122,51,-4,1,Lost
10797_P1,24,0,-270,-270,0,-6,1,Lost
10819_P1,13,0,-143,-143,,-3,-1,Lost
10821_P1,15,0,-327,-327,,-7,-3,Lost
10854_P1,67,0,-370,-370,41,-9,-4,Lost
10858_P1,-28,0,44,44,,2,1,Lost
10864_P1,24,0,-190,-190,,-5,-2,Lost
10883_P1,109,0,-256,-256,,-6,-3,Lost
10899_P1,165,0,-176,-176,8,-4,-1,Lost
10901_P1,30,0,4,4,4,0,0,Lost
10903_P1,26,0,84,84,,3,2,Lost
10905_P1,18,0,56,56,,1,1,Lost
10906_P1,70,0,-254,-254,,-6,-2,Lost
10921_P1,184,0,-299,-299,,-6,-3,Lost
10926_P1,198,0,,,,,,Lost
10932_P1,286,0,-345,-345,,-8,-2,Lost
10948_P1,21,0,-255,-255,9,-6,0,Lost
10950_P1,30,0,405,405,127,6,2,Lost
10958_P1,-28,0,-266,-266,,-6,-1,Lost
10960_P1,61,0,-268,-268,95,-5,-1,Lost
10987_P1,10,0,-399,-399,9,-10,-2,Lost
10989_P1,40,0,90,90,90,2,1,Lost
11013_P1,-5,0,,,,,,Lost
11019_P1,32,0,-175,-175,61,-3,0,Lost
11036_P1,-33,0,-125,-125,-93,-3,-1,Lost
11078_P1,3,0,,,,,,Lost
11081_P1,43,0,,,,,,Lost
11091_P1,99,0,,,,,,Lost
59_P2,24,0,-8716,-824,,-17,-10,Lost
74_P2,239,0,-410,-76,,-2,-1,Lost
75_P2,-70,0,9535,847,,16,7,Lost
76_P2,59,0,-8316,-881,,-18,-11,Lost
82_P2,84,0,-194,-49,,-1,0,Lost
83_P2,-24,0,8089,683,,16,8,Lost
85_P2,133,0,-1381,200,,6,4,Lost
149_P2,45,0,5603,-371,,-8,-3,Lost
181_P2,61,0,-9857,-1273,,-25,-14,Lost
190_P2,238,0,-5336,-1435,76,-27,-14,Lost
211_P2,15,0,2559,-749,-4,-10,0,Lost
222_P2,41,0,3091,-632,,-10,-4,Lost
288_P2,22,0,432,372,30,8,-1,Lost
304_P2,20,0,-918,-583,134,-15,-2,Lost
316_P2,33,0,-1539,-549,,-13,-6,Lost
319_P2,7,0,55,-90,,-1,1,Lost
343_P2,41,0,-1203,104,87,1,1,Lost
391_P2,7,0,-4483,-405,,-13,-4,Lost
398_P2,111,0,-1852,-543,,-13,-9,Lost
410_P2,31,0,-8596,-101,128,-2,-1,Lost
415_P2,22,0,-8824,-903,33,-17,-12,Lost
491_P2,130,0,-300,262,,8,5,Lost
502_P2,16,0,-4509,-238,,-3,6,Lost
513_P2,4,0,582,-39,22,1,1,Lost
521_P2,35,0,-110,-346,5,-8,-3,Lost
544_P2,230,0,-136,-6,,1,1,Lost
585_P2,61,0,-645,-52,,-1,-1,Lost
586_P2,70,0,178,-201,,-5,-2,Lost
632_P2,1147,0,-11543,-548,,-13,-9,Lost
682_P2,-40,0,516,-406,-75,-11,-3,Lost
686_P2,-4,0,1464,250,,5,-1,Lost
698_P2,103,0,-4639,353,,12,9,Lost
705_P2,33,0,1245,-113,,-2,-1,Lost
717_P2,17,0,4400,-1492,-18,-30,-7,Lost
726_P2,12,0,-6257,-478,,-9,-4,Lost
776_P2,89,0,-730,-390,54,-8,-4,Lost
786_P2,85,0,-1686,-529,,-10,-6,Lost
808_P2,116,0,-43,46,,2,1,Lost
841_P2,981,0,-3199,-550,,-12,-4,Lost
850_P2,357,0,-1227,-453,,-10,-3,Lost
899_P2,-1,0,-2716,123,,5,3,Lost
936_P2,76,0,-937,-897,,-18,-8,Lost
948_P2,-2,0,129,35,,1,1,Lost
949_P2,23,0,-475,-164,,-3,-1,Lost
1008_P2,4,0,3328,-588,17,-12,-3,Lost
1024_P2,-36,0,-4376,15,-82,-2,-3,Lost
1039_P2,90,0,-1541,-165,,-1,0,Lost
1064_P2,13,0,3787,-85,,-3,1,Lost
1096_P2,1,0,-1274,432,,8,2,Lost
1117_P2,15,0,-6236,-862,25,-13,-2,Lost
1123_P2,78,0,-3904,-1078,,-24,-10,Lost
1134_P2,-54,0,14,-37,,-1,0,Lost
1139_P2,-76,0,42,67,,2,1,Lost
1146_P2,17,0,478,115,-75,3,2,Lost
1153_P2,-118,0,7445,580,-59,15,7,Lost
1178_P2,588,0,-4204,-360,,-8,-4,Lost
1182_P2,55,0,5,1,,0,0,Lost
1188_P2,117,0,-8354,-693,109,-9,-4,Lost
1214_P2,58,0,-1510,-902,,-20,-8,Lost
1217_P2,35,0,-4300,-768,,-16,-7,Lost
1269_P2,5,0,3305,-799,-11,-18,-3,Lost
1274_P2,-1,0,481,1128,-9,22,11,Lost
1307_P2,184,0,4011,-1156,20,-23,-8,Lost
1328_P2,30,0,-2166,-632,,-12,-4,Lost
1331_P2,163,0,-5667,-188,,-4,1,Lost
1336_P2,120,0,-3858,-273,,-5,-2,Lost
1362_P2,-46,0,-2261,465,-93,10,8,Lost
1382_P2,-71,0,-579,-163,,-5,-3,Lost
1418_P2,3,0,2462,-1075,,-20,-4,Lost
1491_P2,52,0,-6852,-730,,-12,-6,Lost
1508_P2,9,0,1202,319,,11,7,Lost
1533_P2,234,0,-1067,-637,-49,-13,-4,Lost
1544_P2,110,0,-6825,-547,35,-15,-5,Lost
1548_P2,762,0,-1155,-330,-32,-7,-4,Lost
1572_P2,159,0,-197,-124,,-1,-1,Lost
1573_P2,391,0,-10082,-1507,,-31,-14,Lost
1587_P2,-67,0,-169,-44,,-1,-1,Lost
1628_P2,-15,0,2624,717,,19,10,Lost
1638_P2,-40,0,5762,904,43,15,5,Lost
1646_P2,129,0,-855,-473,13,-12,-4,Lost
1686_P2,-100,0,-674,261,48,6,5,Lost
1698_P2,2,0,-1971,-68,,-2,0,Lost
1719_P2,-61,0,30,17,,0,0,Lost
1721_P2,371,0,-50,,,,,Lost
1751_P2,396,0,-1808,-1015,10,-22,-11,Lost
1758_P2,197,0,-4450,-575,-28,-11,-5,Lost
1759_P2,109,0,-3448,-1050,-10,-25,-9,Lost
1760_P2,1316,0,-6243,-1211,-18,-29,-14,Lost
1761_P2,493,0,740,31,-1,1,1,Lost
1769_P2,84,0,-93,-332,,-8,-1,Lost
1778_P2,1631,0,-7037,-731,,-14,-8,Lost
1786_P2,85,0,13,,,,,Lost
1851_P2,66,0,-6542,-845,131,-20,-3,Lost
1875_P2,53,0,-8942,-1353,,-29,-10,Lost
1899_P2,7,0,-102,-142,83,-5,1,Lost
1911_P2,3,0,991,108,,0,1,Lost
1924_P2,37,0,-485,-489,117,-12,-3,Lost
1967_P2,45,0,-2424,-956,-5,-24,-11,Lost
2000_P2,220,0,-761,-399,,-10,-5,Lost
2001_P2,-100,0,-276,-192,,-5,-2,Lost
2003_P2,334,0,-4221,-838,,-18,-7,Lost
2005_P2,314,0,-7299,-1296,,-30,-11,Lost
2035_P2,39,0,-985,-53,-32,-1,-1,Lost
2055_P2,262,0,424,79,,3,3,Lost
2058_P2,218,0,-5456,-478,,-10,-5,Lost
2061_P2,413,0,1106,-677,,-14,-6,Lost
2075_P2,1159,0,-922,-239,,-5,-3,Lost
2081_P2,41,0,-683,-241,,-4,-2,Lost
2084_P2,36,0,191,85,,2,1,Lost
2105_P2,69,0,-2943,-861,-3,-16,-7,Lost
2110_P2,96,0,-4481,-587,-7,-14,-1,Lost
2120_P2,143,0,-5047,-668,,-14,-7,Lost
2121_P2,268,0,-9046,-1320,,-23,-13,Lost
2125_P2,89,0,-4956,-850,,-19,-4,Lost
2129_P2,257,0,-741,-431,,-10,-5,Lost
2131_P2,-527,0,-23,-23,,0,0,Lost
2181_P2,-29,0,-6452,528,,14,3,Lost
2214_P2,35,0,-1937,-696,,-14,-8,Lost
2227_P2,47,0,-4033,-683,46,-15,-6,Lost
2245_P2,31,0,-4191,-809,-5,-16,-8,Lost
2247_P2,133,0,-4625,-700,6,-14,-5,Lost
2252_P2,66,0,-1269,-799,0,-17,-5,Lost
2263_P2,173,0,-396,-758,,-17,-6,Lost
2264_P2,105,0,38,16,,0,0,Lost
2268_P2,181,0,-6563,-1105,,-21,-11,Lost
2270_P2,85,0,-4742,-295,,-5,-1,Lost
2276_P2,819,0,-5077,-66,43,-4,-1,Lost
2282_P2,104,0,-821,-526,,-12,-3,Lost
2292_P2,-195,0,35,35,,1,1,Lost
2300_P2,188,0,-316,-36,,-2,0,Lost
2305_P2,-409,0,358,78,,3,1,Lost
2328_P2,-9,0,-310,-255,-58,-4,-1,Lost
2329_P2,-45,0,-2939,-223,59,-6,-1,Lost
2338_P2,80,0,-3130,-1226,62,-30,-11,Lost
2340_P2,565,0,-9807,-1101,34,-23,-5,Lost
2375_P2,46,0,-4051,-220,35,-7,-2,Lost
2422_P2,4,0,-3387,216,,-4,-3,Lost
2475_P2,-38,0,32,23,,1,2,Lost
2487_P2,65,0,-1480,-296,13,-8,-4,Lost
2517_P2,65,0,-2393,-133,,-3,-2,Lost
2522_P2,179,0,-703,-341,,-8,-2,Lost
2544_P2,18,0,-5609,522,35,15,8,Lost
2567_P2,-5,0,2275,561,,11,5,Lost
2571_P2,19,0,-4451,-817,,-18,-9,Lost
2584_P2,-58,0,949,269,-15,6,3,Lost
2595_P2,-10,0,2310,200,31,4,3,Lost
2604_P2,38,0,-123,-135,,-2,0,Lost
2605_P2,334,0,-711,-172,56,-3,-1,Lost
2607_P2,-7,0,-9,-21,-21,,,Lost
2615_P2,-82,0,4493,887,,20,8,Lost
2632_P2,186,0,-47,,,,,Lost
2638_P2,78,0,-9198,-1398,,-27,-10,Lost
2660_P2,49,0,-7413,-1090,-59,-18,-12,Lost
2666_P2,963,0,-57,-57,2,-2,-1,Lost
2672_P2,-43,0,747,210,22,5,4,Lost
2674_P2,662,0,-1228,-746,,-19,-8,Lost
2675_P2,129,0,-9007,-655,,-16,-8,Lost
2687_P2,436,0,114,59,59,,,Lost
2688_P2,1365,0,-912,-422,42,-12,-9,Lost
2701_P2,123,0,-7146,-1573,,-34,-8,Lost
2703_P2,465,0,111,67,,1,0,Lost
2705_P2,580,0,-460,-351,,-7,-3,Lost
2720_P2,254,0,-3750,-341,17,-9,-3,Lost
2723_P2,-373,0,,,,,,Lost
2724_P2,1179,0,-5796,-1496,1,-33,-16,Lost
2726_P2,373,0,26,26,26,1,1,Lost
2728_P2,-377,0,,,,,,Lost
2735_P2,311,0,-2153,-1269,-3,-30,-11,Lost
2737_P2,622,0,-1501,-405,-21,-9,-6,Lost
2757_P2,307,0,-24,-22,,-1,-1,Lost
2759_P2,98,0,-4777,-994,,-24,-12,Lost
2763_P2,199,0,-201,-305,,-7,-3,Lost
2765_P2,62,0,-1487,-147,,-3,0,Lost
2773_P2,39,0,-41,-41,,-1,-1,Lost
2804_P2,11,0,-599,0,-16,-1,-1,Lost
2844_P2,288,0,134,41,,1,1,Lost
2849_P2,429,0,-22,-22,,-1,-1,Lost
2855_P2,155,0,-508,-449,,-12,-6,Lost
2899_P2,729,0,-4440,-479,31,-12,-3,Lost
2902_P2,-230,0,-849,86,,2,1,Lost
2934_P2,39,0,3937,-61,21,-1,0,Lost
3043_P2,-67,0,2966,395,,8,4,Lost
3049_P2,24,0,-1505,-779,42,-18,-7,Lost
3055_P2,34,0,-1589,-918,33,-22,-10,Lost
3074_P2,112,0,-2514,-1179,2,-26,-12,Lost
3086_P2,324,0,-8077,-1484,,-28,-11,Lost
3094_P2,423,0,-2632,-1731,,-38,-13,Lost
3095_P2,1644,0,-2567,-2083,25,-46,-13,Lost
3099_P2,160,0,-209,-162,,-5,-2,Lost
3116_P2,21,0,251,54,,1,1,Lost
3157_P2,-19,0,-1675,-190,,-5,-4,Lost
3191_P2,-11,0,-630,-197,,-3,0,Lost
3226_P2,345,0,-5954,-869,-8,-19,-10,Lost
3254_P2,297,0,-8252,-1882,,-36,-21,Lost
3265_P2,836,0,-280,-96,,-3,-1,Lost
3274_P2,144,0,234,-33,,-1,-1,Lost
3280_P2,30,0,-1207,-595,78,-11,-2,Lost
3286_P2,25,0,-7698,-1099,-21,-22,-11,Lost
3294_P2,-29,0,8322,1203,,27,13,Lost
3296_P2,-21,0,-1483,-570,-78,-14,-6,Lost
3351_P2,-31,0,-7138,-299,,-8,-3,Lost
3379_P2,-43,0,4259,-91,-5,-3,-1,Lost
3445_P2,12,0,-4947,-788,-53,-18,-3,Lost
3449_P2,27,0,3379,917,52,23,8,Lost
3458_P2,31,0,-884,-311,-11,-6,-3,Lost
3462_P2,357,0,-558,-48,-48,-1,-1,Lost
3474_P2,398,0,-11,-37,,-1,-1,Lost
3481_P2,1262,0,-172,,,,,Lost
3488_P2,229,0,245,38,,1,1,Lost
3494_P2,11,0,-1669,-523,,-13,-7,Lost
3512_P2,55,0,-4644,-127,,-2,-3,Lost
3517_P2,133,0,-3946,-2306,16,-42,-12,Lost
3533_P2,-61,0,-3516,15,-72,1,0,Lost
3544_P2,104,0,-2152,-69,,-2,-1,Lost
3556_P2,356,0,-641,-139,,-4,-1,Lost
3558_P2,183,0,-4106,-107,,-3,-1,Lost
3578_P2,35,0,-6959,-1012,13,-19,0,Lost
3586_P2,6,0,1190,-392,,-12,1,Lost
3596_P2,514,0,-99,-6,,0,0,Lost
3639_P2,65,0,-3010,-585,,-11,-3,Lost
3642_P2,188,0,-3772,-237,,-1,0,Lost
3656_P2,-21,0,377,-48,-70,-4,-1,Lost
3670_P2,103,0,-2750,-550,-2,-15,-4,Lost
3673_P2,147,0,-173,-252,,-5,-2,Lost
3748_P2,-16,0,3437,-885,-119,-15,-2,Lost
3761_P2,195,0,-7919,-1838,82,-32,-9,Lost
3772_P2,27,0,-6683,-299,,-6,0,Lost
3782_P2,-98,0,1381,440,,10,2,Lost
3805_P2,210,0,-4828,-2123,61,-36,-10,Lost
3824_P2,77,0,-5371,-511,,-12,-5,Lost
3828_P2,92,0,973,-618,36,-13,-1,Lost
3844_P2,175,0,-3357,-1040,3,-21,-8,Lost
3849_P2,552,0,-850,-336,15,-7,-5,Lost
3862_P2,57,0,-5767,-165,,-2,-3,Lost
3863_P2,476,0,-1648,-87,,-2,-2,Lost
3872_P2,-93,0,-84,57,,3,1,Lost
3874_P2,139,0,-2750,-598,,-12,-6,Lost
3875_P2,331,0,-219,-129,,-5,-2,Lost
3895_P2,26,0,-4507,-1732,-35,-30,-7,Lost
3897_P2,107,0,-2632,-1006,-11,-18,-6,Lost
3925_P2,85,0,-152,-151,,-4,-1,Lost
3927_P2,6,0,-249,-373,,-10,-2,Lost
3930_P2,248,0,-533,-357,,-8,-4,Lost
3934_P2,266,0,-288,69,,3,2,Lost
3943_P2,230,0,-250,-148,,-3,-2,Lost
4003_P2,87,0,-4423,-1556,8,-34,-14,Lost
4013_P2,4,0,-223,-226,23,-6,-2,Lost
4026_P2,107,0,-4837,-2162,,-44,-14,Lost
4031_P2,364,0,-9432,-1896,17,-38,-16,Lost
4036_P2,40,0,-453,-80,,-2,-1,Lost
4045_P2,15,0,-33,-33,,-1,-1,Lost
4052_P2,54,0,-6925,-995,,-19,-7,Lost
4058_P2,149,0,-8114,-2430,,-50,-16,Lost
4076_P2,218,0,-9275,-1768,-5,-36,-17,Lost
4077_P2,82,0,-3457,-1179,16,-27,-9,Lost
4085_P2,285,0,-2756,-1552,114,-39,-17,Lost
4086_P2,-4,0,-5531,-166,9,-6,-3,Lost
4087_P2,125,0,-4962,-1387,-10,-28,-14,Lost
4091_P2,324,0,-4791,-499,,-12,-5,Lost
4113_P2,144,0,-2228,-47,,-1,-1,Lost
4165_P2,174,0,-3315,-5,,-1,-1,Lost
4188_P2,-27,0,1623,1149,,28,15,Lost
4196_P2,179,0,-3801,-918,,-19,-5,Lost
4198_P2,150,0,-6397,-1819,,-36,-18,Lost
4214_P2,46,0,-7420,-958,46,-20,-3,Lost
4217_P2,67,0,-3854,-1202,17,-26,-11,Lost
4225_P2,2,0,-888,-753,-2,-15,-4,Lost
4236_P2,15,0,-3192,-103,,-1,-6,Lost
4237_P2,152,0,-162,-162,-5,-3,-2,Lost
4262_P2,-29,0,-1366,-221,,-6,-6,Lost
4285_P2,75,0,-131,-27,,-1,-1,Lost
4286_P2,261,0,-489,-96,,-3,-1,Lost
4323_P2,55,0,-2892,-1083,17,-22,-11,Lost
4337_P2,875,0,-6221,-938,-8,-25,-15,Lost
4358_P2,1633,0,-485,,,,,Lost
4369_P2,738,0,-1100,-800,,-20,-6,Lost
4390_P2,176,0,-3132,-383,-35,-8,-6,Lost
4393_P2,222,0,-4745,-1814,5,-36,-13,Lost
4394_P2,280,0,-3459,-1173,-43,-20,-10,Lost
4395_P2,219,0,-1071,-1011,9,-18,-6,Lost
4412_P2,85,0,-3222,-141,,-4,-4,Lost
4435_P2,-5,0,2391,271,-76,7,3,Lost
4460_P2,1061,0,-1330,-1134,,-23,-8,Lost
4463_P2,194,0,-3228,-1125,,-24,-9,Lost
4527_P2,108,0,-88,-343,,-9,-4,Lost
4549_P2,529,0,-543,-363,,-7,-3,Lost
4552_P2,-467,0,-278,190,,4,3,Lost
4553_P2,-74,0,48,82,,2,2,Lost
4557_P2,-33,0,-441,-113,,-1,0,Lost
4558_P2,966,0,-987,-953,,-19,-7,Lost
4561_P2,963,0,-3299,-1002,,-23,-10,Lost
4596_P2,182,0,-1961,-358,,-7,-5,Lost
4602_P2,296,0,-6313,-991,,-17,-9,Lost
4610_P2,83,0,-6930,-1080,,-21,-9,Lost
4709_P2,158,0,-246,-196,,-4,-2,Lost
4726_P2,131,0,-1041,-71,37,0,1,Lost
4734_P2,238,0,-7701,-1023,33,-23,-11,Lost
4735_P2,117,0,-4647,-1136,22,-25,-8,Lost
4739_P2,119,0,-452,-570,9,-8,-3,Lost
4860_P2,525,0,-624,-480,,-13,-2,Lost
4884_P2,128,0,-6263,-1504,3,-33,-7,Lost
4885_P2,414,0,-5788,-1313,72,-24,-10,Lost
4901_P2,-91,0,4616,691,,16,7,Lost
4911_P2,172,0,-6452,-1401,,-26,-8,Lost
4920_P2,-52,0,461,23,18,0,-1,Lost
4933_P2,67,0,-264,-100,,-4,-1,Lost
4943_P2,-376,0,70,19,,1,1,Lost
4945_P2,582,0,-1781,-172,,-4,-3,Lost
4950_P2,299,0,-486,-252,,-6,-2,Lost
4979_P2,71,0,-6255,-1187,-35,-25,-13,Lost
5014_P2,-13,0,-687,-266,,-7,-3,Lost
5017_P2,6,0,-517,-55,,-1,-1,Lost
5049_P2,-4,0,1281,761,,12,5,Lost
5060_P2,117,0,-900,-721,,-17,-8,Lost
5134_P2,448,0,-7629,-805,8,-18,-10,Lost
5162_P2,1035,0,-3804,-988,25,-26,-10,Lost
5166_P2,248,0,-3885,-313,,-8,-5,Lost
5187_P2,77,0,-2254,-800,-5,-14,-5,Lost
5204_P2,224,0,-1115,-404,,-10,-5,Lost
5206_P2,462,0,-3490,-1354,,-28,-11,Lost
5289_P2,-5,0,3941,436,,7,3,Lost
5290_P2,-17,0,1803,62,,1,1,Lost
